peak_id	chrom	peak_start	peak_end	peak_midpoint	geneid	gene_symbol	gene_locus_start	gene_locus_end	nearest_tss	dist_to_tss	nearest_tss_gene	nearest_tss_gene_strand
14988	chr18	2894310	2895310	2894810	84034	EMILIN2	2776695	2929486	2847027	47782	84034	+
14943	chr18	9869619	9870619	9870119	84203	TXNDC2	9796976	9899838	9885722	-15602	84203	+
14938	chr18	9803770	9804770	9804270	84203	TXNDC2	9796976	9899838	9885722	-81451	84203	+
15129	chr18	9808200	9809200	9808700	84203	TXNDC2	9796976	9899838	9885722	-77021	84203	+
14992	chr18	9814104	9815104	9814604	84203	TXNDC2	9796976	9899838	9885722	-71117	84203	+
15127	chr18	72208920	72209920	72209420	84735	CNDP1	72189870	72218040	72201691	7728	84735	+
14942	chr18	72213643	72214643	72214143	84735	CNDP1	72189870	72218040	72201691	12451	84735	+
14959	chr18	72193473	72194473	72193973	84735	CNDP1	72189870	72218040	72201691	-7717	84735	+
14913	chr18	20839157	20840157	20839657	85019	TMEM241	20823507	20964574	20911223	71565	85019	-
14944	chr18	20957546	20958546	20958046	85019	TMEM241	20823507	20964574	20911223	-46822	85019	-
15090	chr18	20853234	20854234	20853734	85019	TMEM241	20823507	20964574	20911223	57488	85019	-
14893	chr18	20981193	20982193	20981693	85019	TMEM241	20964575	21025356	21017925	36231	85019	-
14882	chr18	20837433	20838433	20837933	85019	TMEM241	20823507	20964574	20911223	73289	85019	-
14889	chr18	13808475	13809475	13808975	8731	RNMT	13726648	13821119	13825542	-16566	4161	+
15048	chr18	10579671	10580671	10580171	8774	NAPG	10532497	10618499	10539120	41050	8774	+
15020	chr18	21032577	21033577	21033077	8780	RIOK3	21025357	21058124	21032786	290	8780	+
15007	chr18	60024662	60025662	60025162	8792	TNFRSF11A	59940583	60091602	60025522	-359	8792	+
15101	chr18	51761966	51762966	51762466	8932	MBD2	51106151	51773503	51751158	-11307	8932	-
14888	chr18	51692647	51693647	51693147	8932	MBD2	51106151	51773503	51748782	55634	677819	-
15160	chr18	43634594	43635594	43635094	9050	PSTPIP2	43599779	43665248	43652250	17155	9050	-
15075	chr18	43619891	43620891	43620391	9050	PSTPIP2	43599779	43665248	43652250	31858	9050	-
15001	chr18	43631681	43632681	43632181	9050	PSTPIP2	43599779	43665248	43652250	20068	9050	-
15166	chr18	49945	50945	50445	9097	USP14	10001	192442	109064	-58618	727758	+
14972	chr18	20679341	20680341	20679841	91768	CABLES1	20614621	20715127	20714527	-34685	91768	+
15096	chr18	20616533	20617533	20617033	91768	CABLES1	20614621	20715127	20576329	40703	5932	+
14973	chr18	64741360	64742360	64741860	92126	DSEL	64727593	65783160	64748820	-6959	100847002	+
15060	chr18	65052900	65053900	65053400	92126	DSEL	64727593	65783160	65183782	-130381	643542	+
15120	chr18	64785266	64786266	64785766	92126	DSEL	64727593	65783160	64748820	36945	100847002	+
15034	chr18	65078036	65079036	65078536	92126	DSEL	64727593	65783160	65183782	-105245	643542	+
15071	chr18	10015096	10016096	10015596	9218	VAPA	9899839	10184289	9913954	101641	9218	+
14974	chr18	10070017	10071017	10070517	9218	VAPA	9899839	10184289	9913954	156562	9218	+
14954	chr18	10131651	10132651	10132151	9218	VAPA	9899839	10184289	9913954	218196	9218	+
14883	chr18	10121990	10122990	10122490	9218	VAPA	9899839	10184289	9913954	208535	9218	+
15146	chr18	10086248	10087248	10086748	9218	VAPA	9899839	10184289	9913954	172793	9218	+
14920	chr18	10093904	10094904	10094404	9218	VAPA	9899839	10184289	9913954	180449	9218	+
15133	chr18	10061825	10062825	10062325	9218	VAPA	9899839	10184289	9913954	148370	9218	+
14967	chr18	10116510	10117510	10117010	9218	VAPA	9899839	10184289	9913954	203055	9218	+
15143	chr18	3878083	3879083	3878583	9229	DLGAP1	3862719	4559119	3878179	403	201477	+
15147	chr18	3722200	3723200	3722700	9229	DLGAP1	3650355	3862718	3845358	122657	9229	-
14953	chr18	3710474	3711474	3710974	9229	DLGAP1	3650355	3862718	3594111	116862	649446	+
14840	chr18	3688890	3689890	3689390	9229	DLGAP1	3650355	3862718	3594111	95278	649446	+
15024	chr18	29205002	29206002	29205502	9331	B4GALT6	29189046	29235524	29206361	858	9331	-
15144	chr18	54031980	54032980	54032480	9352	TXNL1	53804462	54306003	53804767	-227712	100505474	-
15005	chr18	74123446	74124446	74123946	9658	ZNF516	73615925	74133678	74092259	-31686	9658	-
15022	chr18	74060098	74061098	74060598	9658	ZNF516	73615925	74133678	74092259	31660	9658	-
15088	chr18	74102336	74103336	74102836	9658	ZNF516	73615925	74133678	74092259	-10576	9658	-
15104	chr18	74035516	74036516	74036016	9658	ZNF516	73615925	74133678	74092259	56242	9658	-
15113	chr18	3045024	3046024	3045524	9663	LPIN2	2929487	3116026	3011945	-33578	9663	-
15037	chr18	46169360	46170360	46169860	9811	CTIF	46000546	46176001	46196970	-27109	100616366	+
15155	chr18	346497	347497	346997	9984	THOC1	247232	384394	268059	-78937	9984	-
14930	chr18	9613248	9614248	9613748	9989	PPP4R1	9592642	9661414	9614268	519	9989	-
15853	chr8	18168581	18169581	18169081	10	NAT2	18158187	18395170	18248754	-79672	10	+
15494	chr8	124214666	124215666	124215166	100131726	FAM83A-AS1	124204625	124234300	124214983	-182	100131726	-
15765	chr8	144074457	144075457	144074957	100133669	LOC100133669	144049534	144099854	144077244	-2286	100128627	+
15362	chr8	144069045	144070045	144069545	100133669	LOC100133669	144049534	144099854	144077244	-7698	100128627	+
15502	chr8	144094365	144095365	144094865	100133669	LOC100133669	144049534	144099854	144099807	4941	100133669	-
15255	chr8	144096907	144097907	144097407	100133669	LOC100133669	144049534	144099854	144099807	2399	100133669	-
15182	chr8	144099127	144100127	144099627	100133669	LOC100133669	144049534	144099854	144099807	179	100133669	-
15396	chr8	133137991	133138991	133138491	10086	HHLA1	133077735	133293178	133117512	-20978	10086	-
15225	chr8	95104477	95105477	95104977	1015	CDH17	95074996	95247686	95220815	115837	1015	-
15253	chr8	95176617	95177617	95177117	1015	CDH17	95074996	95247686	95220815	43697	1015	-
15294	chr8	95168208	95169208	95168708	1015	CDH17	95074996	95247686	95220815	52106	1015	-
15645	chr8	126605895	126606895	126606395	10221	TRIB1	126444253	127008204	126445942	160452	10221	+
16035	chr8	126441927	126442927	126442427	10221	TRIB1	126273323	126444252	126442562	-134	10221	+
16005	chr8	126555505	126556505	126556005	10221	TRIB1	126444253	127008204	126445942	110062	10221	+
15696	chr8	21872083	21873083	21872583	10361	NPM2	21852693	21881640	21881644	-9060	10361	+
16029	chr8	21887888	21888888	21888388	10361	NPM2	21882000	21891390	21882353	6034	10361	+
15780	chr8	13103886	13104886	13104386	10395	DLC1	13062434	13253243	13134057	29670	10395	-
15250	chr8	13014083	13015083	13014583	10395	DLC1	12930292	13062433	12990809	-23773	10395	-
15791	chr8	12973336	12974336	12973836	10395	DLC1	12930292	13062433	12973753	-82	10395	-
15758	chr8	13187598	13188598	13188098	10395	DLC1	13062434	13253243	13134057	-54040	10395	-
15295	chr8	13133762	13134762	13134262	10395	DLC1	13062434	13253243	13134057	-204	10395	-
15453	chr8	134304714	134305714	134305214	10397	NDRG1	134289010	134446865	134309547	4332	10397	-
15404	chr8	134438631	134439631	134439131	10397	NDRG1	134289010	134446865	134309547	-129583	10397	-
16015	chr8	134254915	134255915	134255415	10397	NDRG1	134255259	134262609	134256746	1330	10397	-
15688	chr8	134372177	134373177	134372677	10397	NDRG1	134289010	134446865	134309547	-63129	10397	-
15731	chr8	97593752	97594752	97594252	10404	CPQ	97581691	97727295	97592576	1675	6383	+
15954	chr8	97810621	97811621	97811121	10404	CPQ	97727296	98043634	97797091	14029	10404	+
15206	chr8	97957720	97958720	97958220	10404	CPQ	97727296	98043634	97797091	161128	10404	+
15599	chr8	97975955	97976955	97976455	10404	CPQ	97727296	98043634	97797091	179363	10404	+
15683	chr8	97865128	97866128	97865628	10404	CPQ	97727296	98043634	97797091	68536	10404	+
15499	chr8	97972076	97973076	97972576	10404	CPQ	97727296	98043634	97797091	175484	10404	+
15581	chr8	98020673	98021673	98021173	10404	CPQ	97727296	98043634	97797091	224081	10404	+
16031	chr8	54988055	54989055	54988555	10434	LYPLA1	54974794	55031179	55014577	26021	10434	-
15560	chr8	55018574	55019574	55019074	10434	LYPLA1	54974794	55031179	55014577	-4496	10434	-
15713	chr8	71406774	71407774	71407274	10499	NCOA2	71149792	71418312	71316020	-91253	10499	-
15630	chr8	48748403	48749403	48748903	1052	CEBPD	48638366	48761735	48650726	-98176	1052	-
15435	chr8	68254366	68255366	68254866	10565	ARFGEF1	68217796	68457266	68255912	1045	10565	-
15544	chr8	68289769	68290769	68290269	10565	ARFGEF1	68217796	68457266	68255912	-34356	10565	-
15298	chr8	68292912	68293912	68293412	10565	ARFGEF1	68217796	68457266	68255912	-37499	10565	-
15893	chr8	120066168	120067168	120066668	10584	COLEC10	120021904	120150016	120079423	-12754	10584	+
15602	chr8	120118316	120119316	120118816	10584	COLEC10	120021904	120150016	120079423	39392	10584	+
15822	chr8	136601546	136602546	136602046	10656	KHDRBS3	136531919	137879790	136594120	7925	10656	+
15518	chr8	30110330	30111330	30110830	10671	DCTN6	30008007	30127878	30108213	-2616	100616190	-
15287	chr8	30106552	30107552	30107052	10671	DCTN6	30008007	30127878	30108213	1160	100616190	-
15445	chr8	24079447	24080447	24079947	10863	ADAM28	23931951	24167823	24151579	-71631	10863	+
15921	chr8	99191114	99192114	99191614	10940	POP1	99129795	99218344	99130067	61546	10940	+
15349	chr8	99176895	99177895	99177395	10940	POP1	99129795	99218344	99130067	47327	10940	+
15526	chr8	99144381	99145381	99144881	10940	POP1	99129795	99218344	99130067	14813	10940	+
15486	chr8	30321889	30322889	30322389	11030	RBPMS	30317773	30425526	30335314	-12924	11030	+
15741	chr8	30283590	30284590	30284090	11030	RBPMS	30271088	30317772	30300230	-16139	11030	+
15576	chr8	30361232	30362232	30361732	11030	RBPMS	30317773	30425526	30335314	26417	11030	+
15223	chr8	30388608	30389608	30389108	11030	RBPMS	30317773	30425526	30335314	53793	11030	+
15959	chr8	30400758	30401758	30401258	11030	RBPMS	30317773	30425526	30335314	65943	11030	+
16003	chr8	30196823	30197823	30197323	11030	RBPMS	30127879	30271087	30241943	-44619	11030	+
15770	chr8	30281520	30282520	30282020	11030	RBPMS	30271088	30317772	30300230	-18209	11030	+
15963	chr8	30137363	30138363	30137863	11030	RBPMS	30127879	30271087	30108213	-29649	100616190	-
15579	chr8	87332682	87333682	87333182	11059	WWP1	87298802	87373974	87354993	-21810	11059	+
15466	chr8	87355209	87356209	87355709	11059	WWP1	87298802	87373974	87354993	715	11059	+
15951	chr8	87302172	87303172	87302672	11059	WWP1	87298802	87373974	87354993	-52320	11059	+
15264	chr8	87353988	87354988	87354488	11059	WWP1	87298802	87373974	87354993	-504	11059	+
15918	chr8	80291724	80292724	80292224	11075	STMN2	80120570	80549852	80523048	-230823	11075	+
15788	chr8	80212156	80213156	80212656	11075	STMN2	80120570	80549852	80523048	-310391	11075	+
15306	chr8	125476378	125477378	125476878	11236	RNF139	125475028	125519168	125487007	-10128	11236	+
15201	chr8	125503212	125504212	125503712	11236	RNF139	125475028	125519168	125487007	16704	11236	+
16017	chr8	145733137	145734137	145733637	113655	MFSD3	145732009	145738876	145734551	-913	113655	+
15842	chr8	132377854	132378854	132378354	114	ADCY8	131733527	132484597	132052835	-325518	114	-
15766	chr8	120238256	120239256	120238756	114569	MAL2	120150017	120324580	120220609	18146	114569	+
15648	chr8	55992147	55993147	55992647	114786	XKR4	55771822	56345302	56015016	-22368	114786	+
15489	chr8	113659848	113660848	113660348	114788	CSMD3	113526121	114045831	113655721	4626	100302225	+
15711	chr8	112943020	112944020	112943520	114788	CSMD3	112169019	113526120	113349960	406439	114788	-
15249	chr8	114265578	114266578	114266078	114788	CSMD3	114045832	114419312	114389382	123303	114788	-
15697	chr8	112876606	112877606	112877106	114788	CSMD3	112169019	113526120	113349960	472853	114788	-
15524	chr8	113471750	113472750	113472250	114788	CSMD3	112169019	113526120	113349960	-122289	114788	-
16036	chr8	113038494	113039494	113038994	114788	CSMD3	112169019	113526120	113349960	310965	114788	-
15889	chr8	113280009	113281009	113280509	114788	CSMD3	112169019	113526120	113349960	69450	114788	-
15867	chr8	113272242	113273242	113272742	114788	CSMD3	112169019	113526120	113349960	77217	114788	-
15717	chr8	114364348	114365348	114364848	114788	CSMD3	114045832	114419312	114389382	24533	114788	-
15733	chr8	144464574	144465574	144465074	114822	RHPN1	144434038	144481800	144451024	14049	114822	+
15873	chr8	124608480	124609480	124608980	114907	FBXO32	124548916	124609318	124553493	-55486	114907	-
15429	chr8	124537073	124538073	124537573	114907	FBXO32	124493304	124548915	124544383	6809	114907	-
15212	chr8	124575461	124576461	124575961	114907	FBXO32	124548916	124609318	124553493	-22467	114907	-
15415	chr8	124592034	124593034	124592534	114907	FBXO32	124548916	124609318	124553493	-39040	114907	-
16028	chr8	92301069	92302069	92301569	115111	SLC26A7	92241619	92632816	92261515	40053	115111	+
15702	chr8	92624564	92625564	92625064	115111	SLC26A7	92241619	92632816	92261515	363548	115111	+
15790	chr8	92546265	92547265	92546765	115111	SLC26A7	92241619	92632816	92261515	285249	115111	+
15746	chr8	99956908	99957908	99957408	116039	OSR2	99955753	99991062	99956630	777	116039	+
15636	chr8	99988790	99989790	99989290	116039	OSR2	99955753	99991062	99956630	32659	116039	+
15659	chr8	69441056	69442056	69441556	116328	C8orf34	69296803	69864503	69350147	91408	116328	+
15229	chr8	69766365	69767365	69766865	116328	C8orf34	69296803	69864503	70016425	249559	100505718	-
15939	chr8	69459515	69460515	69460015	116328	C8orf34	69296803	69864503	69350147	109867	116328	+
15302	chr8	69534078	69535078	69534578	116328	C8orf34	69296803	69864503	69350147	184430	116328	+
15709	chr8	69611269	69612269	69611769	116328	C8orf34	69296803	69864503	69350147	261621	116328	+
15578	chr8	69788971	69789971	69789471	116328	C8orf34	69296803	69864503	70016425	226953	100505718	-
15905	chr8	69498118	69499118	69498618	116328	C8orf34	69296803	69864503	69350147	148470	116328	+
16024	chr8	69494324	69495324	69494824	116328	C8orf34	69296803	69864503	69350147	144676	116328	+
15678	chr8	69670151	69671151	69670651	116328	C8orf34	69296803	69864503	69350147	320503	116328	+
15922	chr8	144423428	144424428	144423928	116447	TOP1MT	144395305	144434037	144417061	-6866	116447	-
15530	chr8	144416861	144417861	144417361	116447	TOP1MT	144395305	144434037	144417061	-299	116447	-
15450	chr8	100874645	100875645	100875145	1345	COX6C	100521370	100899871	100906242	31096	1345	-
15424	chr8	100830350	100831350	100830850	1345	COX6C	100521370	100899871	100906242	75391	1345	-
15640	chr8	100721441	100722441	100721941	1345	COX6C	100521370	100899871	100549089	-172851	100126309	-
15480	chr8	100717708	100718708	100718208	1345	COX6C	100521370	100899871	100549089	-169118	100126309	-
15457	chr8	100908396	100909396	100908896	1345	COX6C	100899872	101011871	100906242	-2653	1345	-
15168	chr8	100917361	100918361	100917861	1345	COX6C	100899872	101011871	100906242	-11618	1345	-
15671	chr8	100914494	100915494	100914994	1345	COX6C	100899872	101011871	100906242	-8751	1345	-
15882	chr8	8586057	8587057	8586557	137075	CLDN23	8399462	8655398	8559665	26891	137075	+
15281	chr8	8549139	8550139	8549639	137075	CLDN23	8399462	8655398	8559665	-10025	137075	+
15833	chr8	8422668	8423668	8423168	137075	CLDN23	8399462	8655398	8559665	-136496	137075	+
15935	chr8	8559005	8560005	8559505	137075	CLDN23	8399462	8655398	8559665	-159	137075	+
15259	chr8	125867233	125868233	125867733	137209	ZNF572	125863135	126032750	125951883	-84149	157381	+
15974	chr8	94678124	94679124	94678624	137392	FAM92A1	94371338	94717381	94712661	34036	642924	-
15695	chr8	94684636	94685636	94685136	137392	FAM92A1	94371338	94717381	94712661	27524	642924	-
15519	chr8	94416839	94417839	94417339	137392	FAM92A1	94371338	94717381	94179079	-238259	389676	-
16032	chr8	95980671	95981671	95981171	137682	NDUFAF6	95965920	96003721	95970235	10935	137682	+
15345	chr8	96086829	96087829	96087329	137682	NDUFAF6	96003722	96091629	96085224	-2104	100500907	-
16030	chr8	96003000	96004000	96003500	137682	NDUFAF6	95965920	96003721	95970235	33264	137682	+
15649	chr8	133724337	133725337	133724837	137835	TMEM71	133723588	133766137	133759360	34522	137835	-
15588	chr8	133776157	133777157	133776657	137835	TMEM71	133766138	133780259	133772914	-3742	137835	-
15356	chr8	67374477	67375477	67374977	137872	ADHFE1	67342991	67375104	67344717	30259	137872	+
15542	chr8	59147300	59148300	59147800	137886	UBXN2B	59115468	59368271	59323822	-176021	137886	+
15782	chr8	52724651	52725651	52725151	137902	PXDNL	52522064	52766870	52722005	-3145	137902	-
15549	chr8	52763250	52764250	52763750	137902	PXDNL	52522064	52766870	52773806	10055	115294	-
15776	chr8	52707976	52708976	52708476	137902	PXDNL	52522064	52766870	52722005	13528	137902	-
15268	chr8	52683533	52684533	52684033	137902	PXDNL	52522064	52766870	52722005	37971	137902	-
15299	chr8	41416621	41417621	41417121	137964	AGPAT6	41411232	41470291	41435706	-18584	137964	+
15784	chr8	41446778	41447778	41447278	137964	AGPAT6	41411232	41470291	41435706	11571	137964	+
15574	chr8	41426779	41427779	41427279	137964	AGPAT6	41411232	41470291	41435706	-8426	137964	+
15254	chr8	88674437	88675437	88674937	138009	DCAF4L2	88382487	89113007	88886296	211358	138009	-
15427	chr8	88927049	88928049	88927549	138009	DCAF4L2	88382487	89113007	88886296	-41252	138009	-
15616	chr8	11719801	11720801	11720301	1508	CTSB	11716405	11782738	11725646	5344	1508	-
15567	chr8	8318635	8319635	8319135	157285	SGK223	8162675	8399461	8239257	-79877	157285	-
15543	chr8	8369597	8370597	8370097	157285	SGK223	8162675	8399461	8239257	-130839	157285	-
15657	chr8	8336101	8337101	8336601	157285	SGK223	8162675	8399461	8239257	-97343	157285	-
15367	chr8	8365196	8366196	8365696	157285	SGK223	8162675	8399461	8239257	-126438	157285	-
15473	chr8	8289540	8290540	8290040	157285	SGK223	8162675	8399461	8239257	-50782	157285	-
15639	chr8	8172004	8173004	8172504	157285	SGK223	8162675	8399461	8239257	66752	157285	-
15627	chr8	8244358	8245358	8244858	157285	SGK223	8162675	8399461	8239257	-5600	157285	-
15361	chr8	125211961	125212961	125212461	157378	TMEM65	125124584	125423994	125053023	-159437	439941	-
15387	chr8	74225941	74226941	74226441	157506	RDH10	74208302	74429961	74209338	17102	157506	+
15439	chr8	101503869	101504869	101504369	157567	ANKRD46	101447134	101571975	101571939	67569	157567	-
15483	chr8	101484062	101485062	101484562	157567	ANKRD46	101447134	101571975	101571939	87376	157567	-
15251	chr8	101499719	101500719	101500219	157567	ANKRD46	101447134	101571975	101571939	71719	157567	-
15482	chr8	101485888	101486888	101486388	157567	ANKRD46	101447134	101571975	101571939	85550	157567	-
15238	chr8	9822062	9823062	9822562	157627	LINC00599	9759776	9836334	9760982	-61579	406907	-
15991	chr8	127583296	127584296	127583796	157638	FAM84B	127008205	127999161	127570711	-13084	157638	-
15600	chr8	127576265	127577265	127576765	157638	FAM84B	127008205	127999161	127570711	-6053	157638	-
15541	chr8	127569455	127570455	127569955	157638	FAM84B	127008205	127999161	127570711	755	157638	-
15333	chr8	127621501	127622501	127622001	157638	FAM84B	127008205	127999161	127570711	-51289	157638	-
15278	chr8	96329542	96330542	96330042	157657	C8orf37	96213738	96727229	96281462	-48579	157657	-
15875	chr8	96223941	96224941	96224441	157657	C8orf37	96213738	96727229	96228602	4160	619344	-
15286	chr8	96237353	96238353	96237853	157657	C8orf37	96213738	96727229	96228602	-9250	619344	-
15241	chr8	96705165	96706165	96705665	157657	C8orf37	96213738	96727229	96960576	254910	100500773	-
15226	chr8	96222166	96223166	96222666	157657	C8orf37	96213738	96727229	96228602	5935	619344	-
15209	chr8	96235855	96236855	96236355	157657	C8orf37	96213738	96727229	96228602	-7752	619344	-
15242	chr8	96219796	96220796	96220296	157657	C8orf37	96213738	96727229	96228602	8305	619344	-
15997	chr8	100058229	100059229	100058729	157680	VPS13B	99991063	100087193	100025493	33235	157680	+
15941	chr8	100359906	100360906	100360406	157680	VPS13B	100087194	100521369	100548958	188551	693184	-
15668	chr8	689427	690427	689927	157697	ERICH1	652638	1065397	687586	2340	619343	+
15949	chr8	1018851	1019851	1019351	157697	ERICH1	652638	1065397	833197	186153	619343	+
15277	chr8	643766	644766	644266	157697	ERICH1	559690	652637	624047	-20218	157697	-
15783	chr8	634441	635441	634941	157697	ERICH1	559690	652637	624047	-10893	157697	-
15364	chr8	87211821	87212821	87212321	157724	SLC7A13	87176872	87242607	87242604	30282	157724	-
15806	chr8	109892735	109893735	109893235	157753	TMEM74	109627812	109949748	109799770	-93464	157753	-
15285	chr8	109678858	109679858	109679358	157753	TMEM74	109627812	109949748	109799770	120411	157753	-
15528	chr8	61990348	61991348	61990848	157807	CLVS1	61964736	62401448	61880307	-110540	100130298	-
15999	chr8	74075492	74076492	74075992	157869	SBSPON	73963303	74105688	74005507	-70484	157869	-
15830	chr8	74007199	74008199	74007699	157869	SBSPON	73963303	74105688	74005507	-2191	157869	-
15930	chr8	74002152	74003152	74002652	157869	SBSPON	73963303	74105688	74005507	2854	157869	-
15663	chr8	39304517	39305517	39305017	1587	ADAM3A	39286032	39356755	39333040	28022	1587	-
15172	chr8	91013479	91014479	91013979	1666	DECR1	91005240	91054343	91013579	399	1666	+
15965	chr8	88274161	88275161	88274661	168975	CNBD1	87817289	88382486	87878675	395985	168975	+
16020	chr8	88023080	88024080	88023580	168975	CNBD1	87817289	88382486	87878675	144904	168975	+
15490	chr8	88033427	88034427	88033927	168975	CNBD1	87817289	88382486	87878675	155251	168975	+
16018	chr8	88184150	88185150	88184650	168975	CNBD1	87817289	88382486	87878675	305974	168975	+
15508	chr8	139973739	139974739	139974239	169044	COL22A1	139717652	140278789	139926236	-48002	169044	-
15199	chr8	139956893	139957893	139957393	169044	COL22A1	139717652	140278789	139926236	-31156	169044	-
15911	chr8	101656271	101657271	101656771	169166	SNX31	101616954	101697870	101661893	5121	169166	-
15336	chr8	101672217	101673217	101672717	169166	SNX31	101616954	101697870	101661893	-10823	169166	-
15899	chr8	91674445	91675445	91674945	169200	TMEM64	91382911	91730996	91658133	-16811	169200	-
15179	chr8	91703725	91704725	91704225	169200	TMEM64	91382911	91730996	91658133	-46091	169200	-
15841	chr8	91710283	91711283	91710783	169200	TMEM64	91382911	91730996	91658133	-52649	169200	-
15626	chr8	91661293	91662293	91661793	169200	TMEM64	91382911	91730996	91658133	-3659	169200	-
15198	chr8	91766182	91767182	91766682	169200	TMEM64	91730997	91878413	91803859	37176	169200	-
15535	chr8	91782974	91783974	91783474	169200	TMEM64	91730997	91878413	91803859	20384	169200	-
15461	chr8	91784077	91785077	91784577	169200	TMEM64	91730997	91878413	91803859	19281	169200	-
15902	chr8	91737990	91738990	91738490	169200	TMEM64	91730997	91878413	91803859	65368	169200	-
15215	chr8	91593264	91594264	91593764	169200	TMEM64	91382911	91730996	91658133	64368	169200	-
15548	chr8	91580767	91581767	91581267	169200	TMEM64	91382911	91730996	91658133	76865	169200	-
16042	chr8	41189	42189	41689	169270	ZNF596	10001	182259	117024	75334	441308	-
15919	chr8	39911830	39912830	39912330	169355	IDO2	39840667	39928125	39845261	67068	169355	+
15757	chr8	29239203	29240203	29239703	1846	DUSP4	29207255	29406905	29208267	-31435	1846	-
15936	chr8	29184440	29185440	29184940	1846	DUSP4	29163467	29207254	29206322	21381	1846	-
15205	chr8	22596288	22597288	22596788	1960	EGR3	22538739	22668118	22550815	-45972	1960	-
15492	chr8	22605482	22606482	22605982	1960	EGR3	22538739	22668118	22550815	-55166	1960	-
15211	chr8	22600978	22601978	22601478	1960	EGR3	22538739	22668118	22550815	-50662	1960	-
15460	chr8	22591995	22592995	22592495	1960	EGR3	22538739	22668118	22550815	-41679	1960	-
15728	chr8	143299081	143300081	143299581	203062	TSNARE1	142976728	143460334	143279716	19864	619434	+
16023	chr8	143274696	143275696	143275196	203062	TSNARE1	142976728	143460334	143279716	-4519	619434	+
15459	chr8	143414793	143415793	143415293	203062	TSNARE1	142976728	143460334	143436124	20830	203062	-
15231	chr8	143425546	143426546	143426046	203062	TSNARE1	142976728	143460334	143436124	10077	203062	-
15992	chr8	143334522	143335522	143335022	203062	TSNARE1	142976728	143460334	143279716	55305	619434	+
15687	chr8	143315997	143316997	143316497	203062	TSNARE1	142976728	143460334	143279716	36780	619434	+
15293	chr8	143112373	143113373	143112873	203062	TSNARE1	142976728	143460334	143257699	-144825	100616268	+
15618	chr8	143430918	143431918	143431418	203062	TSNARE1	142976728	143460334	143436124	4705	203062	-
15983	chr8	143332927	143333927	143333427	203062	TSNARE1	142976728	143460334	143279716	53710	619434	+
15785	chr8	143016870	143017870	143017370	203062	TSNARE1	142976728	143460334	143257699	-240328	100616268	+
15476	chr8	143439502	143440502	143440002	203062	TSNARE1	142976728	143460334	143436124	-3877	203062	-
15437	chr8	38795068	38796068	38795568	203100	HTRA4	38795211	38842854	38831667	-36098	203100	+
15931	chr8	38805307	38806307	38805807	203100	HTRA4	38795211	38842854	38831667	-25859	203100	+
15563	chr8	1704973	1705973	1705473	2055	CLN8	1604331	1742009	1711869	-6395	2055	+
15363	chr8	1716663	1717663	1717163	2055	CLN8	1604331	1742009	1711869	5293	2055	+
15369	chr8	1712270	1713270	1712770	2055	CLN8	1604331	1742009	1711869	900	2055	+
15764	chr8	119012369	119013369	119012869	2131	EXT1	118828512	119379121	119124058	111188	2131	-
15876	chr8	27219132	27220132	27219632	2185	PTK2B	27183068	27235736	27183080	36551	2185	+
15836	chr8	27316436	27317436	27316936	2185	PTK2B	27298394	27322539	27308265	8670	2185	+
15343	chr8	11646842	11647842	11647342	2222	FDFT1	11640127	11656635	11653081	-5738	2222	+
15665	chr8	144801893	144802893	144802393	225689	MAPK15	144788896	144804658	144798506	3886	225689	+
15920	chr8	17720539	17721539	17721039	2267	FGL1	17705671	17752970	17752913	31873	2267	-
15227	chr8	123858015	123859015	123858515	22882	ZHX2	123223766	123924274	123793900	64614	22882	+
15767	chr8	123300677	123301677	123301177	22882	ZHX2	123223766	123924274	123793900	-492722	22882	+
15804	chr8	123715752	123716752	123716252	22882	ZHX2	123223766	123924274	123793900	-77647	22882	+
15484	chr8	123798032	123799032	123798532	22882	ZHX2	123223766	123924274	123793900	4631	22882	+
15978	chr8	123896826	123897826	123897326	22882	ZHX2	123223766	123924274	123793900	103425	22882	+
15532	chr8	142169616	142170616	142170116	22898	DENND3	142157076	142181040	142167493	2622	22898	+
16004	chr8	142163910	142164910	142164410	22898	DENND3	142157076	142181040	142167493	-3082	22898	+
15666	chr8	69991842	69992842	69992342	23213	SULF1	69864504	70391943	70016425	24082	100505718	-
15587	chr8	69957771	69958771	69958271	23213	SULF1	69864504	70391943	70016425	58153	100505718	-
15721	chr8	69985366	69986366	69985866	23213	SULF1	69864504	70391943	70016425	30558	100505718	-
15208	chr8	70023526	70024526	70024026	23213	SULF1	69864504	70391943	70016425	-7600	100505718	-
15795	chr8	70404664	70405664	70405164	23213	SULF1	70391944	70455086	70405027	136	23213	+
15745	chr8	69988727	69989727	69989227	23213	SULF1	69864504	70391943	70016425	27197	100505718	-
15575	chr8	69937707	69938707	69938207	23213	SULF1	69864504	70391943	70016425	78217	100505718	-
15956	chr8	143679010	143680010	143679510	23237	ARC	143620606	143721886	143695833	16322	23237	-
15243	chr8	143627710	143628710	143628210	23237	ARC	143620606	143721886	143695833	67622	23237	-
15555	chr8	143669091	143670091	143669591	23237	ARC	143620606	143721886	143695833	26241	23237	-
15203	chr8	29140103	29141103	29140603	23303	KIF13B	28974086	29163466	29120610	-19992	23303	-
15230	chr8	29143958	29144958	29144458	23303	KIF13B	28974086	29163466	29120610	-23847	23303	-
